timestamp,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_x,gaze_y,target_x,target_y,target_x_ratio,target_y_ratio,screen_width,screen_height,is_synthetic
1755779606497,0.45272,0.46415,0.54990,0.46793,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606516,0.45271,0.46305,0.54956,0.46778,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606533,0.45262,0.46320,0.54972,0.46793,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606556,0.45272,0.46328,0.54964,0.46785,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606584,0.45265,0.46315,0.54964,0.46794,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606605,0.45130,0.46478,0.54907,0.46955,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606622,0.45213,0.46486,0.54879,0.46970,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606641,0.45194,0.46480,0.54878,0.46959,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606662,0.45208,0.46468,0.54872,0.46974,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606686,0.45206,0.46478,0.54877,0.46962,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606705,0.45026,0.46826,0.54726,0.47189,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606726,0.45084,0.46821,0.54750,0.47265,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606745,0.45078,0.46813,0.54726,0.47252,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606765,0.45080,0.46811,0.54715,0.47262,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606786,0.45078,0.46817,0.54722,0.47262,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606806,0.44980,0.46961,0.54679,0.47300,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606826,0.45011,0.46936,0.54600,0.47370,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606845,0.44992,0.46972,0.54611,0.47329,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606865,0.44998,0.46950,0.54604,0.47356,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606884,0.44991,0.46960,0.54614,0.47339,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606905,0.44993,0.47117,0.54664,0.47446,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606925,0.44997,0.47079,0.54615,0.47522,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606946,0.44998,0.47055,0.54636,0.47560,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606966,0.45008,0.47063,0.54617,0.47518,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779606988,0.44999,0.47051,0.54634,0.47535,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607009,0.45113,0.47142,0.54710,0.47511,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607029,0.45092,0.47167,0.54699,0.47601,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607049,0.45082,0.47155,0.54717,0.47591,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607071,0.45082,0.47137,0.54725,0.47594,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607093,0.45188,0.47066,0.54783,0.47521,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607113,0.45146,0.47101,0.54793,0.47542,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607133,0.45146,0.47080,0.54798,0.47534,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607153,0.45146,0.47074,0.54798,0.47543,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607175,0.45149,0.47085,0.54792,0.47539,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607200,0.45147,0.47084,0.54799,0.47538,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607219,0.45205,0.47043,0.54861,0.47583,591,227,591.3043316554526,227.15093165637822,0.38496,0.31117,1536,730,0
1755779607762,0.44659,0.47655,0.54172,0.48290,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607785,0.44653,0.47643,0.54166,0.48294,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607805,0.44451,0.47903,0.53974,0.48569,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607827,0.44427,0.47902,0.53958,0.48577,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607848,0.44473,0.47887,0.53928,0.48574,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607871,0.44459,0.47880,0.53941,0.48589,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607895,0.44296,0.48003,0.53860,0.48631,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607919,0.44278,0.48014,0.53876,0.48643,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607941,0.44273,0.48018,0.53842,0.48652,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607962,0.44283,0.48000,0.53843,0.48646,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779607987,0.44274,0.48003,0.53853,0.48665,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608011,0.44238,0.48026,0.53807,0.48617,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608030,0.44231,0.48013,0.53822,0.48636,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608046,0.44239,0.48031,0.53797,0.48625,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608062,0.44265,0.47984,0.53797,0.48644,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608077,0.44260,0.47983,0.53795,0.48643,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608093,0.44249,0.47982,0.53824,0.48617,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608111,0.44251,0.47982,0.53821,0.48611,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608125,0.44237,0.47991,0.53823,0.48581,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608140,0.44235,0.48010,0.53811,0.48599,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608155,0.44237,0.48021,0.53813,0.48595,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608172,0.44241,0.47990,0.53832,0.48589,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608189,0.44290,0.47958,0.53814,0.48552,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608204,0.44299,0.47937,0.53829,0.48514,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608223,0.44285,0.47965,0.53819,0.48526,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608238,0.44289,0.47969,0.53823,0.48522,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608253,0.44289,0.47963,0.53815,0.48515,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608271,0.44292,0.47963,0.53815,0.48501,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608287,0.44251,0.47901,0.53825,0.48583,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608302,0.44241,0.47906,0.53823,0.48580,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608317,0.44237,0.47886,0.53831,0.48596,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608333,0.44241,0.47900,0.53829,0.48589,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608349,0.44240,0.47887,0.53821,0.48597,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608364,0.44244,0.47901,0.53819,0.48589,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608380,0.44243,0.47909,0.53823,0.48577,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608396,0.44381,0.47740,0.53871,0.48466,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608412,0.44362,0.47699,0.53875,0.48427,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608427,0.44350,0.47736,0.53882,0.48437,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608442,0.44361,0.47744,0.53887,0.48433,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608457,0.44358,0.47746,0.53892,0.48450,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608473,0.44362,0.47721,0.53877,0.48430,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608493,0.44355,0.47765,0.53918,0.48383,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608508,0.44359,0.47756,0.53930,0.48386,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608525,0.44353,0.47769,0.53929,0.48391,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608541,0.44350,0.47755,0.53930,0.48377,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608557,0.44356,0.47756,0.53932,0.48384,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608574,0.44348,0.47759,0.53929,0.48381,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608591,0.44297,0.47813,0.53873,0.48456,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608606,0.44333,0.47768,0.53883,0.48458,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608622,0.44329,0.47764,0.53871,0.48445,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608638,0.44331,0.47745,0.53865,0.48459,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608654,0.44328,0.47756,0.53861,0.48455,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608670,0.44333,0.47749,0.53866,0.48469,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608687,0.44240,0.47920,0.53832,0.48515,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608702,0.44239,0.47934,0.53825,0.48517,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608718,0.44253,0.47949,0.53820,0.48516,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608735,0.44248,0.47923,0.53812,0.48496,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608750,0.44240,0.47925,0.53821,0.48505,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608768,0.44247,0.47939,0.53819,0.48518,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608785,0.44102,0.48057,0.53690,0.48611,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608800,0.44081,0.48070,0.53720,0.48635,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608816,0.44083,0.48061,0.53713,0.48601,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608831,0.44102,0.48055,0.53711,0.48554,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608846,0.44093,0.48038,0.53713,0.48566,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608861,0.44092,0.48041,0.53721,0.48548,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608876,0.44092,0.48051,0.53727,0.48543,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608892,0.44058,0.48203,0.53660,0.48715,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608907,0.44086,0.48208,0.53651,0.48724,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608923,0.44085,0.48156,0.53636,0.48723,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608938,0.44094,0.48181,0.53634,0.48712,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608953,0.44103,0.48187,0.53635,0.48702,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608967,0.44101,0.48173,0.53638,0.48710,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779608985,0.44099,0.48179,0.53629,0.48687,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609000,0.44093,0.48248,0.53638,0.48770,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609016,0.44078,0.48250,0.53640,0.48778,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609031,0.44084,0.48248,0.53639,0.48766,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609046,0.44081,0.48247,0.53632,0.48757,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609061,0.44084,0.48237,0.53633,0.48753,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609077,0.44086,0.48265,0.53637,0.48759,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609092,0.44102,0.48229,0.53644,0.48900,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609108,0.44114,0.48238,0.53648,0.48901,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609123,0.44108,0.48243,0.53652,0.48909,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609138,0.44119,0.48241,0.53644,0.48906,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609153,0.44119,0.48226,0.53653,0.48885,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609168,0.44119,0.48271,0.53645,0.48887,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609184,0.44100,0.48381,0.53672,0.48970,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609199,0.44082,0.48374,0.53655,0.48972,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609214,0.44076,0.48391,0.53654,0.48974,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609230,0.44077,0.48404,0.53655,0.48945,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609246,0.44069,0.48396,0.53654,0.48943,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609262,0.44075,0.48376,0.53647,0.48950,1257,491,1256.8314173621927,490.6154297362178,0.81825,0.67208,1536,730,0
1755779609803,0.44365,0.48981,0.53759,0.49629,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609820,0.44361,0.48988,0.53797,0.49591,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609838,0.44348,0.49010,0.53773,0.49621,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609857,0.44354,0.48999,0.53769,0.49626,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609876,0.44350,0.48991,0.53771,0.49639,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609895,0.44386,0.49041,0.53824,0.49725,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609913,0.44359,0.49058,0.53842,0.49745,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609931,0.44378,0.49050,0.53838,0.49744,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609948,0.44378,0.49043,0.53835,0.49731,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609966,0.44374,0.49037,0.53835,0.49747,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779609985,0.44291,0.49082,0.53845,0.49578,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610001,0.44304,0.49075,0.53799,0.49586,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610016,0.44291,0.49082,0.53788,0.49587,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610031,0.44287,0.49087,0.53798,0.49566,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610046,0.44292,0.49084,0.53799,0.49584,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610062,0.44285,0.49073,0.53800,0.49573,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610080,0.44295,0.49084,0.53802,0.49584,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610096,0.44250,0.49050,0.53776,0.49592,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610112,0.44253,0.49070,0.53770,0.49612,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610127,0.44250,0.49051,0.53772,0.49614,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610143,0.44253,0.49072,0.53768,0.49620,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610159,0.44245,0.49069,0.53766,0.49617,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610175,0.44253,0.49052,0.53766,0.49600,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610191,0.44227,0.49095,0.53734,0.49637,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610207,0.44216,0.49085,0.53747,0.49610,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610223,0.44224,0.49097,0.53745,0.49622,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610239,0.44231,0.49086,0.53749,0.49631,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610256,0.44221,0.49102,0.53746,0.49606,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610271,0.44224,0.49092,0.53741,0.49616,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610286,0.44217,0.49059,0.53719,0.49582,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610303,0.44217,0.49039,0.53717,0.49598,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610319,0.44218,0.49055,0.53731,0.49606,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610334,0.44217,0.49039,0.53712,0.49594,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610349,0.44214,0.49045,0.53726,0.49596,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610368,0.44219,0.49031,0.53720,0.49603,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610385,0.44160,0.49019,0.53700,0.49514,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610401,0.44154,0.48926,0.53676,0.49527,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610417,0.44162,0.48954,0.53672,0.49522,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610433,0.44152,0.48949,0.53679,0.49517,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610449,0.44155,0.48939,0.53676,0.49513,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
1755779610465,0.44148,0.48956,0.53673,0.49510,1014,599,1013.7599999999999,598.6,0.66000,0.82000,1536,730,0
